contestant_id,season_idx,season,weeks_participated,placement,celebrity_name,week_idx,judge_rank,score_sum,vote_rank,total_rank,obs_id,estimated_strength,fan_votes
73,5,31,10,2,33,9,1,1,1,2,496,16.94822143,21.58147263
74,6,32,2,13,43,0,7,-0.444400903,9,16,497,7.023608744,38.12930903
75,6,32,5,10,83,0,5,0.148133634,7,12,498,11.29215226,37.80606329
76,6,32,8,7,11,0,6,-0.148133634,8,14,499,10.89206861,46.43570531
77,6,32,11,5,4,0,8,-1.036935441,11,19,500,10.50707986,72.63360564
78,6,32,11,1,114,0,4,0.444400903,5,9,501,65.33094385,171.7697636
79,6,32,4,11,1,0,4,0.444400903,5,9,502,22.49953136,59.15633472
80,6,32,1,14,78,0,9,-1.33320271,12,21,503,1.264282113,11.12900943
81,6,32,3,12,109,0,9,-1.33320271,12,21,504,2.364980872,20.8180549
82,6,32,11,2,45,0,2,1.33320271,2,4,505,87.39408112,141.708504
83,6,32,7,8,72,0,3,0.740668172,4,7,506,26.43382569,54.57966439
84,6,32,9,6,37,0,9,-1.33320271,12,21,507,8.551086508,75.27206267
85,6,32,6,9,79,0,7,-0.444400903,9,16,508,6.968851123,37.83204443
86,6,32,11,4,16,0,1,1.629469979,1,2,509,168.8952103,215.067249
87,6,32,11,3,9,0,2,1.33320271,2,4,510,92.35294545,149.7492458
74,6,32,2,13,43,1,6,-0.656217959,9,15,511,1.555684236,6.632284215
75,6,32,5,10,83,1,5,-0.087495728,7,12,512,7.875620977,26.36753546
76,6,32,8,7,11,1,7,-0.940579074,10,17,513,6.055939987,32.876092
77,6,32,11,5,4,1,4,0.196865388,6,10,514,30.16062859,79.29908458
78,6,32,11,1,114,1,1,1.618670965,1,2,515,170.8465708,217.5520663
79,6,32,4,11,1,1,7,-0.940579074,10,17,516,5.934423419,32.21641078
81,6,32,3,12,109,1,5,-0.087495728,7,12,517,5.306408431,17.76582607
82,6,32,11,2,45,1,1,1.618670965,1,2,518,91.93938165,117.0734792
83,6,32,7,8,72,1,2,0.765587619,3,5,519,28.57566619,46.33511621
84,6,32,9,6,37,1,7,-0.940579074,10,17,520,13.58178779,73.73192368
85,6,32,6,9,79,1,8,-1.793662421,13,21,521,3.612319086,24.97133014
86,6,32,11,4,16,1,2,0.765587619,3,5,522,77.07912705,124.9829238
87,6,32,11,3,9,1,3,0.481226503,5,8,523,43.03083092,88.84859639
75,6,32,5,10,83,2,4,-0.196585351,6,10,524,9.698888507,25.50056203
76,6,32,8,7,11,2,5,-0.411042097,7,12,525,8.549866261,28.62490494
77,6,32,11,5,4,2,6,-0.625498843,8,14,526,11.85071849,50.52267766
78,6,32,11,1,114,2,2,1.090155126,3,5,527,80.39638784,130.3618243
79,6,32,4,11,1,2,8,-1.054412335,11,19,528,3.362291174,23.24293091
81,6,32,3,12,109,2,9,-1.483325827,12,21,529,0.811210221,7.140784569
82,6,32,11,2,45,2,1,1.519068618,1,2,530,69.67367892,88.72084902
83,6,32,7,8,72,2,3,0.017871396,5,8,531,15.47181677,31.94568113
84,6,32,9,6,37,2,6,-0.625498843,8,14,532,14.5242331,61.92056184
85,6,32,6,9,79,2,7,-0.839955589,10,17,533,3.951308374,21.45060517
86,6,32,11,4,16,2,2,1.090155126,3,5,534,65.24432058,105.7929203
87,6,32,11,3,9,2,1,1.519068618,1,2,535,74.50096468,94.8678029
75,6,32,5,10,83,3,5,-0.293235846,6,11,536,6.107418325,20.44760276
76,6,32,8,7,11,3,7,-1.368433946,10,17,537,3.966050618,21.53063691
77,6,32,11,5,4,3,7,-1.368433946,10,17,538,6.957648727,37.7712296
78,6,32,11,1,114,3,1,1.857160355,1,2,539,98.75507325,125.752423
79,6,32,4,11,1,3,5,-0.293235846,6,11,540,1.726141657,5.779112719
82,6,32,11,2,45,3,3,0.781962255,3,6,541,26.8822569,55.50556991
83,6,32,7,8,72,3,4,0.065163521,5,9,542,9.81490855,25.80560485
84,6,32,9,6,37,3,5,-0.293235846,6,11,543,17.10687111,57.27370985
85,6,32,6,9,79,3,6,-1.010034579,9,15,544,4.824502256,20.56810079
86,6,32,11,4,16,3,3,0.781962255,3,6,545,36.84936591,76.08531766
87,6,32,11,3,9,3,2,1.140361622,2,4,546,45.01799889,72.99617081
75,6,32,5,10,83,4,4,-0.666666667,8,12,547,2.370187331,6.231756248
76,6,32,8,7,11,4,3,0,4,7,548,11.74210457,24.24469823
77,6,32,11,5,4,4,5,-1,9,14,549,10.05357471,33.6593125
78,6,32,11,1,114,4,1,1.333333333,1,2,550,82.73302029,105.3503119
82,6,32,11,2,45,4,2,1,3,5,551,30.26283608,49.07084292
83,6,32,7,8,72,4,3,0,4,7,552,11.43704997,23.61483186
84,6,32,9,6,37,4,6,-2,10,16,553,7.869586709,33.55008331
85,6,32,6,9,79,4,3,0,4,7,554,10.74960337,22.1954155
86,6,32,11,4,16,4,1,1.333333333,1,2,555,60.47005801,77.00117132
87,6,32,11,3,9,4,3,0,4,7,556,23.32950905,48.16997695
76,6,32,8,7,11,5,7,-0.860277179,7,14,557,3.160414404,17.15705158
77,6,32,11,5,4,5,8,-1.087997609,8,16,558,4.254102858,29.40786913
78,6,32,11,1,114,5,1,1.416927118,1,2,559,68.03051281,86.62847935
82,6,32,11,2,45,5,3,0.733765829,3,6,560,19.23569828,39.71721569
83,6,32,7,8,72,5,5,0.27832497,5,10,561,5.037940896,16.86699825
84,6,32,9,6,37,5,9,-1.543438468,9,18,562,3.582396019,31.53451171
85,6,32,6,9,79,5,6,-0.632556749,6,12,563,1.272829991,5.426403421
86,6,32,11,4,16,5,4,0.506045399,4,8,564,22.13279078,58.19209117
87,6,32,11,3,9,5,2,1.189206689,2,4,565,30.40173949,49.29607321
76,6,32,8,7,11,6,5,-1.496910398,7,12,566,5.17866748,17.33815007
77,6,32,11,5,4,6,4,-0.136082763,6,10,567,11.39198944,29.95210567
78,6,32,11,1,114,6,1,0.952579344,1,2,568,57.02076009,72.60891524
82,6,32,11,2,45,6,3,0.40824829,4,7,569,15.47435433,31.9509206
83,6,32,7,8,72,6,2,0.680413817,3,5,570,2.715747759,4.403553961
84,6,32,9,6,37,6,6,-1.769075925,8,14,571,7.172116047,30.5765855
86,6,32,11,4,16,6,3,0.40824829,4,7,572,22.08843989,45.60745956
87,6,32,11,3,9,6,1,0.952579344,1,2,573,36.27213315,46.18809426
76,6,32,8,7,11,7,5,-0.260377822,5,10,574,1.862882931,6.236921745
77,6,32,11,5,4,7,4,-0.032547228,4,8,575,10.71169939,28.16346993
78,6,32,11,1,114,7,2,0.878775149,2,4,576,33.55773307,54.41348074
82,6,32,11,2,45,7,6,-0.71603901,6,12,577,5.200874668,22.17267372
84,6,32,9,6,37,7,7,-1.855191981,7,14,578,4.85102326,26.33491867
86,6,32,11,4,16,7,3,0.650944555,3,6,579,20.7309323,42.80452404
87,6,32,11,3,9,7,1,1.334436338,1,2,580,37.6343412,47.92269843
77,6,32,11,5,4,8,5,-1.051249179,5,10,581,7.865455006,26.33349984
78,6,32,11,1,114,8,2,0.906249292,2,4,582,31.2957524,50.74570493
82,6,32,11,2,45,8,1,1.341248952,1,2,583,25.20913322,32.10072638
84,6,32,9,6,37,8,6,-1.486248839,6,12,584,2.895542094,12.34444477
86,6,32,11,4,16,8,3,0.253749802,3,6,585,18.24272544,37.66695914
87,6,32,11,3,9,8,4,0.036249972,4,8,586,12.50386455,32.8754757
77,6,32,11,5,4,9,5,-1.897366596,5,10,587,5.696591894,19.07215814
78,6,32,11,1,114,9,1,0.948683298,1,2,588,36.01569697,45.86155436
82,6,32,11,2,45,9,4,0,4,8,589,8.56963702,22.53150557
86,6,32,11,4,16,9,2,0.632455532,2,4,590,22.72325286,36.84549487
87,6,32,11,3,9,9,3,0.316227766,3,6,591,14.38940669,29.71075762
77,6,32,11,5,4,10,3,-1.971054913,5,8,592,8.171286901,16.87179532
78,6,32,11,1,114,10,1,0.682288239,1,2,593,38.22054311,48.66915437
82,6,32,11,2,45,10,1,0.682288239,1,2,594,21.495256,27.37156113
86,6,32,11,4,16,10,2,0.303239217,3,5,595,17.34815546,28.12983585
87,6,32,11,3,9,10,2,0.303239217,3,5,596,19.47371488,31.57640618
88,7,33,2,12,106,0,7,-0.887625365,11,18,597,5.524462779,29.9908432
89,7,33,3,10,31,0,9,-1.775250729,13,22,598,3.762331177,33.11841459
90,7,33,3,10,91,0,8,-1.331438047,12,20,599,4.794843052,33.14591153
91,7,33,9,3,15,0,1,1.775250729,1,2,600,149.1794707,189.9616828
92,7,33,7,6,28,0,2,1.331438047,2,4,601,82.91587741,134.4471478
93,7,33,9,5,26,0,4,0.443812682,5,9,602,46.69264619,122.7654818
94,7,33,9,4,101,0,3,0.887625365,3,6,603,103.6058252,213.9217846
95,7,33,9,2,40,0,6,-0.443812682,8,14,604,30.56027991,130.2863765
96,7,33,2,12,7,0,6,-0.443812682,8,14,605,5.349204454,22.80504196
97,7,33,4,9,13,0,6,-0.443812682,8,14,606,6.963182456,29.68584757
98,7,33,5,8,88,0,5,0,6,11,607,17.60330488,58.93576734
99,7,33,6,7,48,0,5,0,6,11,608,22.56867914,75.55981292
100,7,33,9,1,54,0,3,0.887625365,3,6,609,68.13004144,140.6725928
88,7,33,2,12,106,1,5,-0.318606445,9,14,610,2.58931036,8.668996762
89,7,33,3,10,31,1,7,-1.824746006,12,19,611,5.876924958,31.90426689
90,7,33,3,10,91,1,7,-1.824746006,12,19,612,5.482023118,29.76044954
91,7,33,9,3,15,1,1,1.564068005,1,2,613,115.3532953,146.8882145
92,7,33,7,6,28,1,2,0.810998225,2,4,614,60.15296121,97.53733928
93,7,33,9,5,26,1,3,0.434463335,5,8,615,44.82255109,92.54807929
94,7,33,9,4,101,1,2,0.810998225,2,4,616,108.2525046,175.5301992
95,7,33,9,2,40,1,3,0.434463335,5,8,617,65.29323637,134.8152541
96,7,33,2,12,7,1,6,-1.071676226,11,17,618,1.842209017,7.853813456
97,7,33,4,9,13,1,4,0.057928445,8,12,619,9.722693915,25.56315181
98,7,33,5,8,88,1,3,0.434463335,5,8,620,23.82464296,49.19231261
99,7,33,6,7,48,1,5,-0.318606445,9,14,621,15.4951789,51.87777323
100,7,33,9,1,54,1,2,0.810998225,2,4,622,70.00658691,113.5148808
89,7,33,3,10,31,2,8,-1.427795757,10,18,623,2.090864334,14.4537795
90,7,33,3,10,91,2,9,-1.911049706,11,20,624,1.75412584,15.44092321
91,7,33,9,3,15,2,2,1.350914447,2,4,625,61.16137022,99.17246297
92,7,33,7,6,28,2,7,-0.702914834,9,16,626,8.007574737,43.47099944
93,7,33,9,5,26,2,5,0.263593063,6,11,627,19.45768604,65.14422521
94,7,33,9,4,101,2,3,0.505220037,3,6,628,54.61267686,112.7623981
95,7,33,9,2,40,2,6,-0.219660886,7,13,629,18.73464445,79.87063428
97,7,33,4,9,13,2,4,0.38440655,5,9,630,8.645881488,22.73196944
98,7,33,5,8,88,2,6,-0.219660886,7,13,631,7.770197951,33.12636333
99,7,33,6,7,48,2,3,0.505220037,3,6,632,27.68997405,57.17331682
100,7,33,9,1,54,2,1,1.471727934,1,2,633,76.92915958,97.95981005
91,7,33,9,3,15,3,3,-0.324442842,4,7,634,31.19310407,64.40646054
92,7,33,7,6,28,3,4,-1.784435632,9,13,635,14.01421778,36.84653448
93,7,33,9,5,26,3,1,1.622214211,1,2,636,58.28279337,74.21595919
94,7,33,9,4,101,3,2,0.162221421,3,5,637,53.87810233,87.3627273
95,7,33,9,2,40,3,3,-0.324442842,4,7,638,38.84219969,80.20005308
97,7,33,4,9,13,3,3,-0.324442842,4,7,639,4.495309945,9.281763109
98,7,33,5,8,88,3,3,-0.324442842,4,7,640,15.09998262,31.17793063
99,7,33,6,7,48,3,3,-0.324442842,4,7,641,20.16331625,41.63252974
100,7,33,9,1,54,3,1,1.622214211,1,2,642,66.74119438,84.98669112
91,7,33,9,3,15,4,1,1.649915823,1,2,643,51.12481283,65.10115255
92,7,33,7,6,28,4,4,-1.178511302,6,10,644,13.22858173,34.78092039
93,7,33,9,5,26,4,3,0.23570226,4,7,645,24.00242649,49.55939401
94,7,33,9,4,101,4,4,-1.178511302,6,10,646,21.41028655,56.29246484
95,7,33,9,2,40,4,2,0.707106781,2,4,647,44.95552427,72.89486893
98,7,33,5,8,88,4,4,-1.178511302,6,10,648,4.198977324,11.04005698
99,7,33,6,7,48,4,3,0.23570226,4,7,649,16.8572025,34.80617848
100,7,33,9,1,54,4,2,0.707106781,2,4,650,37.05375622,60.08224233
91,7,33,9,3,15,5,1,0.946058996,1,2,651,45.79608513,58.31567412
92,7,33,7,6,28,5,2,0.578147164,3,5,652,21.14280212,34.28281205
93,7,33,9,5,26,5,3,-0.525588331,5,8,653,18.96432641,39.15689628
94,7,33,9,4,101,5,3,-0.525588331,5,8,654,24.00706963,49.568981
95,7,33,9,2,40,5,4,-1.997235659,7,11,655,16.51318666,43.41688641
99,7,33,6,7,48,5,2,0.578147164,3,5,656,5.93237078,9.619271435
100,7,33,9,1,54,5,1,0.946058996,1,2,657,41.79749556,53.22396278
91,7,33,9,3,15,6,1,1.788854382,1,2,658,35.27903528,44.92350642
92,7,33,7,6,28,6,6,-1.431083506,6,12,659,3.084977008,13.1520548
93,7,33,9,5,26,6,5,-0.626099034,5,10,660,9.947292566,33.30348048
94,7,33,9,4,101,6,3,0.178885438,3,6,661,21.55572995,44.50753818
95,7,33,9,2,40,6,4,-0.357770876,4,8,662,15.98754763,42.03486303
100,7,33,9,1,54,6,2,0.447213595,2,4,663,25.44501837,41.25880655
91,7,33,9,3,15,7,1,0.953462589,1,2,664,31.23882711,39.77879892
93,7,33,9,5,26,7,3,-0.953462589,4,7,665,13.95727534,28.8185075
94,7,33,9,4,101,7,4,-1.430193884,5,9,666,12.21908347,32.12672213
95,7,33,9,2,40,7,2,0.476731295,3,5,667,24.6651153,39.99420264
100,7,33,9,1,54,7,1,0.953462589,1,2,668,30.38633706,38.69325784
91,7,33,9,3,15,8,1,1.224744871,1,2,669,26.06989918,33.19680581
93,7,33,9,5,26,8,4,-1.496910398,5,9,670,8.496496272,22.33920207
94,7,33,9,4,101,8,2,0.544331054,2,4,671,23.51072876,38.12237804
95,7,33,9,2,40,8,3,-0.816496581,4,7,672,15.30490215,31.6010415
100,7,33,9,1,54,8,2,0.544331054,2,4,673,17.85715475,28.95517238
101,8,34,2,13,23,0,6,-1.34687429,13,19,674,9.133895743,38.94015969
102,8,34,8,8,25,0,4,0.141776241,6,10,675,31.14197826,81.87927386
103,8,34,11,5,30,0,4,0.141776241,6,10,676,46.03933541,121.0477806
104,8,34,2,13,10,0,5,-0.850657446,9,14,677,15.68721098,52.52069557
105,8,34,11,3,58,0,5,-0.850657446,9,14,678,39.9115045,133.6234963
106,8,34,9,7,6,0,6,-1.34687429,13,19,679,18.16706533,77.45089771
107,8,34,11,1,92,0,1,1.630426772,1,2,680,229.6193584,292.3919727
108,8,34,4,11,39,0,2,1.134209928,3,5,681,24.27248318,39.35755413
109,8,34,3,12,71,0,3,0.637993085,4,7,682,43.40237499,89.61574795
110,8,34,6,10,95,0,5,-0.850657446,9,14,683,21.75615997,72.83950322
111,8,34,11,2,2,0,3,0.637993085,4,7,684,155.4878536,321.0460326
112,8,34,7,9,47,0,4,0.141776241,6,10,685,34.3665439,90.35738308
113,8,34,10,6,113,0,1,1.630426772,1,2,686,89.91564005,114.4964935
114,8,34,11,4,29,0,5,-0.850657446,9,14,687,34.01704404,113.8888752
101,8,34,2,13,23,1,7,-2.176626959,14,21,688,3.518194833,19.09934663
102,8,34,8,8,25,1,4,-0.38411064,10,14,689,19.95686017,52.47107957
103,8,34,11,5,30,1,2,0.51214752,5,7,690,69.8621433,113.2806671
104,8,34,2,13,10,1,5,-0.83223972,11,16,691,5.069801703,16.97366806
105,8,34,11,3,58,1,1,0.960276599,1,2,692,153.6901868,195.7055243
106,8,34,9,7,6,1,6,-1.728497879,13,19,693,15.40428769,65.67246217
107,8,34,11,1,92,1,1,0.960276599,1,2,694,181.0641861,230.5629409
108,8,34,4,11,39,1,2,0.51214752,5,7,695,16.37990147,26.55982308
109,8,34,3,12,71,1,2,0.51214752,5,7,696,38.05231716,61.70139748
110,8,34,6,10,95,1,5,-0.83223972,11,16,697,16.51925389,55.30637062
111,8,34,11,2,2,1,2,0.51214752,5,7,698,147.4802398,239.1375238
112,8,34,7,9,47,1,1,0.960276599,1,2,699,81.39943956,103.652161
113,8,34,10,6,113,1,1,0.960276599,1,2,700,70.44526381,89.70336734
114,8,34,11,4,29,1,3,0.06401844,9,12,701,45.92815141,94.83088523
102,8,34,8,8,25,2,4,-0.206372086,8,12,702,17.09113353,44.93643888
103,8,34,11,5,30,2,4,-0.206372086,8,12,703,25.24929034,66.38607032
105,8,34,11,3,58,2,1,1.279506932,1,2,704,125.0047012,159.1780912
106,8,34,9,7,6,2,6,-1.692251104,11,17,705,12.61424395,53.77778415
107,8,34,11,1,92,2,3,0.28892092,5,8,706,56.93348807,117.5543301
108,8,34,4,11,39,2,3,0.28892092,5,8,707,9.602576859,19.82707416
109,8,34,3,12,71,2,6,-1.692251104,11,17,708,3.23830475,13.80573061
110,8,34,6,10,95,2,3,0.28892092,5,8,709,27.66888621,57.12977534
111,8,34,11,2,2,2,2,0.784213926,3,5,710,113.3838373,183.8505967
112,8,34,7,9,47,2,5,-1.196958098,10,15,711,12.18638419,40.79994684
113,8,34,10,6,113,2,1,1.279506932,1,2,712,52.70225141,67.10982631
114,8,34,11,4,29,2,2,0.784213926,3,5,713,65.36857342,105.9943949
102,8,34,8,8,25,3,5,-0.823652691,9,14,714,9.301017652,31.13975564
103,8,34,11,5,30,3,2,0.775202533,2,4,715,48.24443604,78.2278018
105,8,34,11,3,58,3,2,0.775202533,2,4,716,70.24072176,113.8945278
106,8,34,9,7,6,3,6,-2.422507916,11,17,717,9.525350804,40.60903385
107,8,34,11,1,92,3,4,-0.29070095,8,12,718,31.44507814,82.6761917
108,8,34,4,11,39,3,3,0.242250792,5,8,719,3.021847425,6.239407803
110,8,34,6,10,95,3,5,-0.823652691,9,14,720,11.58282485,38.7792335
111,8,34,11,2,2,3,2,0.775202533,2,4,721,93.79628421,152.0896031
112,8,34,7,9,47,3,3,0.242250792,5,8,722,20.61649625,42.56824039
113,8,34,10,6,113,3,1,1.308154274,1,2,723,41.65188085,53.03854037
114,8,34,11,4,29,3,3,0.242250792,5,8,724,34.70560461,71.65895221
102,8,34,8,8,25,4,6,-0.663676335,8,14,725,5.883346066,25.08222578
103,8,34,11,5,30,4,5,-0.375121407,6,11,726,12.84341573,42.9996848
105,8,34,11,3,58,4,4,0.20198845,5,9,727,24.9272881,65.53945393
106,8,34,9,7,6,4,7,-2.106450977,10,17,728,5.810067652,31.5413163
107,8,34,11,1,92,4,2,1.067653235,2,4,729,55.08602106,89.32135373
110,8,34,6,10,95,4,5,-0.375121407,6,11,730,9.962822564,33.35547483
111,8,34,11,2,2,4,2,1.067653235,2,4,731,78.64287596,127.5185248
112,8,34,7,9,47,4,6,-0.663676335,8,14,732,6.3752017,27.17913355
113,8,34,10,6,113,4,3,0.490543378,4,7,733,16.14478516,33.33520339
114,8,34,11,4,29,4,1,1.356208164,1,2,734,65.30938114,83.16345331
102,8,34,8,8,25,5,2,0.506369684,3,5,735,18.85780338,30.57771272
103,8,34,11,5,30,5,2,0.506369684,3,5,736,27.19005368,44.08836137
105,8,34,11,3,58,5,1,1.265924209,1,2,737,66.79047214,85.04944028
106,8,34,9,7,6,5,6,-1.772293892,10,16,738,6.819176197,29.07191165
107,8,34,11,1,92,5,2,0.506369684,3,5,739,48.40287342,78.48470619
110,8,34,6,10,95,5,5,-1.519109051,9,14,740,2.817670122,9.43354398
111,8,34,11,2,2,5,3,0.253184842,6,9,741,37.2552423,76.92335742
112,8,34,7,9,47,5,4,-0.506369684,7,11,742,9.792376912,25.7463641
113,8,34,10,6,113,5,1,1.265924209,1,2,743,27.83329557,35.44227393
114,8,34,11,4,29,5,4,-0.506369684,7,11,744,15.64245446,41.12753538
102,8,34,8,8,25,6,5,-0.421329358,6,11,745,5.87253031,19.66119899
103,8,34,11,5,30,6,7,-1.090499514,8,15,746,4.834911764,26.24745362
105,8,34,11,3,58,6,4,0.247840799,4,8,747,18.83915255,49.53237455
106,8,34,9,7,6,6,8,-1.75966967,9,17,748,3.932555045,27.18506533
107,8,34,11,1,92,6,3,0.917010955,3,6,749,29.89104721,61.71801782
111,8,34,11,2,2,6,1,1.363124392,1,2,750,67.00257935,85.3195327
112,8,34,7,9,47,6,6,-0.644386076,7,13,751,1.550117229,6.608550627
113,8,34,10,6,113,6,2,1.140067673,2,4,752,17.07822346,27.69214421
114,8,34,11,4,29,6,4,0.247840799,4,8,753,16.21773878,42.6400874
102,8,34,8,8,25,7,6,-0.435153275,7,13,754,1.797925763,7.665022494
103,8,34,11,5,30,7,5,-0.118678166,6,11,755,7.469924343,25.00926537
105,8,34,11,3,58,7,2,0.830747161,2,4,756,33.59588928,54.47535059
106,8,34,9,7,6,7,7,-2.334003928,8,15,757,4.400926122,23.89146068
107,8,34,11,1,92,7,4,0.197796943,4,8,758,18.62168885,48.96061349
111,8,34,11,2,2,7,3,0.514272052,3,6,759,26.59620065,54.91493069
113,8,34,10,6,113,7,1,1.14722227,1,2,760,19.89511656,25.33398063
114,8,34,11,4,29,7,4,0.197796943,4,8,761,13.12393522,34.50578113
103,8,34,11,5,30,8,4,-0.583997116,6,10,762,9.143300305,24.03979553
105,8,34,11,3,58,8,3,0.097332853,5,8,763,18.64513606,38.49784289
106,8,34,9,7,6,8,5,-2.173767043,7,12,764,3.280806188,10.98412097
107,8,34,11,1,92,8,1,0.778662821,1,2,765,48.25181106,61.44273863
111,8,34,11,2,2,8,2,0.324442842,4,6,766,28.49746114,46.20830762
113,8,34,10,6,113,8,1,0.778662821,1,2,767,16.92592858,21.55308542
114,8,34,11,4,29,8,1,0.778662821,1,2,768,35.30468654,44.95617014
103,8,34,11,5,30,9,3,-0.267261242,4,7,769,11.23120774,23.18981581
105,8,34,11,3,58,9,3,-0.267261242,4,7,770,19.78072,40.84255801
107,8,34,11,1,92,9,1,1.33630621,1,2,771,44.0873779,56.13984591
111,8,34,11,2,2,9,2,0.534522484,2,4,772,29.48527483,47.81003624
113,8,34,10,6,113,9,2,0.534522484,2,4,773,3.763827899,6.103003932
114,8,34,11,4,29,9,4,-1.870828693,6,10,774,11.92377621,31.35029283
103,8,34,11,5,30,10,4,-1.568929081,5,9,775,6.874037067,18.07339145
105,8,34,11,3,58,10,2,0.39223227,2,4,776,25.56691983,41.45646838
107,8,34,11,1,92,10,2,0.39223227,2,4,777,29.62708489,48.03997962
111,8,34,11,2,2,10,1,1.372812946,1,2,778,36.84332905,46.91544188
114,8,34,11,4,29,10,3,-0.588348405,4,7,779,15.78827945,32.59910252
