season,week,celebrity_name,vote_mean,judge_percentage,total_percentage,actual_elim_week,was_eliminated_this_week,results,rank,lowest_in_week,prediction_correct,eliminated_this_week,eliminated_rank,total_contestants
28,5,Sean Spicer,0.1077656948644459,0.0883720930232558,0.1961377878877017,9,False,Eliminated Week 9,1,True,False,,,9
28,5,Hannah Brown,0.1076152200391193,0.1162790697674418,0.22389428980656112,-1,False,1st Place,5,False,False,,,9
28,5,Sailor Brinkley-Cook,0.1051651841140217,0.1116279069767441,0.2167930910907658,6,False,Eliminated Week 6,4,False,False,,,9
28,5,Lauren Alaina,0.1037978789667907,0.1069767441860465,0.21077462315283718,-1,False,4th Place,2,False,False,,,9
28,6,Sailor Brinkley-Cook,0.1292970178989649,0.1184210526315789,0.2477180705305438,6,True,Eliminated Week 6,9,False,False,Sailor Brinkley-Cook,9.0,9
28,6,James Van Der Beek,0.1158091801349565,0.1184210526315789,0.2342302327665354,10,False,Eliminated Week 10,8,False,False,Sailor Brinkley-Cook,9.0,9
28,6,Hannah Brown,0.1125218047442165,0.1052631578947368,0.2177849626389533,-1,False,1st Place,3,False,False,Sailor Brinkley-Cook,9.0,9
28,6,Karamo Brown,0.1104426296311767,0.1096491228070175,0.22009175243819418,7,False,Eliminated Week 7,5,False,False,Sailor Brinkley-Cook,9.0,9
28,6,Kel Mitchell,0.1096141897061546,0.1140350877192982,0.2236492774254528,-1,False,2nd Place,7,False,False,Sailor Brinkley-Cook,9.0,9
28,6,Sean Spicer,0.1074436066337586,0.0921052631578947,0.19954886979165332,9,False,Eliminated Week 9,1,True,False,Sailor Brinkley-Cook,9.0,9
28,6,Lauren Alaina,0.1059910557080022,0.1140350877192982,0.2200261434273004,-1,False,4th Place,4,False,False,Sailor Brinkley-Cook,9.0,9
28,6,Ally Brooke,0.1056386370668566,0.1096491228070175,0.2152877598738741,-1,False,3rd Place,2,False,False,Sailor Brinkley-Cook,9.0,9
28,6,Kate Flannery,0.103241878475913,0.1184210526315789,0.2216629311074919,8,False,Eliminated Week 8,6,False,False,Sailor Brinkley-Cook,9.0,9
28,7,James Van Der Beek,0.1281047906663195,0.1336633663366336,0.2617681570029531,10,False,Eliminated Week 10,8,False,False,Karamo Brown,2.0,8
28,7,Kate Flannery,0.1273404212814873,0.1188118811881188,0.2461523024696061,8,False,Eliminated Week 8,3,False,False,Karamo Brown,2.0,8
28,7,Kel Mitchell,0.127202984511122,0.1262376237623762,0.25344060827349824,-1,False,2nd Place,5,False,False,Karamo Brown,2.0,8
28,7,Ally Brooke,0.1271863674579982,0.1336633663366336,0.2608497337946318,-1,False,3rd Place,7,False,False,Karamo Brown,2.0,8
28,7,Sean Spicer,0.1239596447339623,0.1039603960396039,0.2279200407735662,9,False,Eliminated Week 9,1,True,False,Karamo Brown,2.0,8
28,7,Karamo Brown,0.1234989702375727,0.1212871287128712,0.2447860989504439,7,True,Eliminated Week 7,2,False,False,Karamo Brown,2.0,8
28,7,Hannah Brown,0.1218985854222408,0.1287128712871287,0.25061145670936946,-1,False,1st Place,4,False,False,Karamo Brown,2.0,8
28,7,Lauren Alaina,0.1208082356892968,0.1336633663366336,0.2544716020259304,-1,False,4th Place,6,False,False,Karamo Brown,2.0,8
28,8,Hannah Brown,0.1529662719319481,0.160621391176751,0.3135876631086991,-1,False,1st Place,7,False,False,Kate Flannery,3.0,7
28,8,Kate Flannery,0.1490735667199682,0.1347145480395773,0.28378811475954546,8,True,Eliminated Week 8,3,False,False,Kate Flannery,3.0,7
28,8,Kel Mitchell,0.1440458477783426,0.1554400225493162,0.2994858703276588,-1,False,2nd Place,5,False,False,Kate Flannery,3.0,7
28,8,Ally Brooke,0.1435636852005138,0.1554410588230417,0.2990047440235555,-1,False,3rd Place,4,False,False,Kate Flannery,3.0,7
28,8,James Van Der Beek,0.137854515497127,0.1658027598041857,0.3036572753013127,10,False,Eliminated Week 10,6,False,False,Kate Flannery,3.0,7
28,8,Lauren Alaina,0.1374322135510903,0.1243528470584334,0.2617850606095237,-1,False,4th Place,2,False,False,Kate Flannery,3.0,7
28,8,Sean Spicer,0.1350638993210098,0.1036273725486945,0.2386912718697043,9,False,Eliminated Week 9,1,True,False,Kate Flannery,3.0,7
28,9,Ally Brooke,0.1891359598126578,0.1918465227817745,0.3809824825944323,-1,False,3rd Place,6,False,True,Sean Spicer,1.0,6
28,9,Kel Mitchell,0.1734055807108284,0.1774580335731415,0.3508636142839699,-1,False,2nd Place,5,False,True,Sean Spicer,1.0,6
28,9,Hannah Brown,0.1686877173535962,0.1702637889688249,0.3389515063224211,-1,False,1st Place,4,False,True,Sean Spicer,1.0,6
28,9,Lauren Alaina,0.1620822026216251,0.1678657074340527,0.3299479100556778,-1,False,4th Place,2,False,True,Sean Spicer,1.0,6
28,9,James Van Der Beek,0.1584866886275086,0.1726618705035971,0.3311485591311057,10,False,Eliminated Week 10,3,False,True,Sean Spicer,1.0,6
28,9,Sean Spicer,0.1482018508737836,0.1199040767386091,0.2681059276123927,9,True,Eliminated Week 9,1,True,True,Sean Spicer,1.0,6
28,10,Kel Mitchell,0.2059517592004476,0.2072727272727272,0.4132244864731748,-1,False,2nd Place,4,False,True,James Van Der Beek,1.0,5
28,10,Lauren Alaina,0.2025759704188611,0.1963636363636363,0.3989396067824974,-1,False,4th Place,3,False,True,James Van Der Beek,1.0,5
28,10,Ally Brooke,0.1991920699108034,0.2145454545454545,0.4137375244562579,-1,False,3rd Place,5,False,True,James Van Der Beek,1.0,5
28,10,James Van Der Beek,0.1975136723511722,0.1854545454545454,0.3829682178057176,10,True,Eliminated Week 10,1,True,True,James Van Der Beek,1.0,5
28,10,Hannah Brown,0.1947665281187155,0.1963636363636363,0.3911301644823518,-1,False,1st Place,2,False,True,James Van Der Beek,1.0,5
28,11,Ally Brooke,0.2756893268569062,0.2564102564102564,0.5320995832671627,-1,False,3rd Place,4,False,False,,,4
28,11,Kel Mitchell,0.2439758592274513,0.2521367521367521,0.49611261136420337,-1,False,2nd Place,3,False,False,,,4
28,11,Lauren Alaina,0.2404210355488229,0.2435897435897435,0.4840107791385664,-1,False,4th Place,1,True,False,,,4
28,11,Hannah Brown,0.2399137783668194,0.2478632478632478,0.4877770262300672,-1,False,1st Place,2,False,False,,,4
29,1,Nev Schulman,0.071885218811332,0.0769230769230769,0.1488082957344089,-1,False,2nd Place,15,False,False,,,15
29,1,Nelly,0.070694721931811,0.0615384615384615,0.13223318347027252,-1,False,3rd Place,7,False,False,,,15
29,1,Carole Baskin,0.0686443255392624,0.0423076923076923,0.11095201784695471,3,False,Eliminated Week 3,1,True,False,,,15
29,1,Johnny Weir,0.0683652742135985,0.0692307692307692,0.1375960434443677,10,False,Eliminated Week 10,11,False,False,,,15
29,1,Kaitlyn Bristowe,0.0678142136676638,0.0769230769230769,0.1447372905907407,-1,False,1st Place,12,False,False,,,15
29,1,Charles Oakley,0.0672884375370112,0.0461538461538461,0.1134422836908573,2,False,Eliminated Week 2,2,False,False,,,15
29,1,Chrishell Stause,0.0671643555298989,0.05,0.1171643555298989,8,False,Eliminated Week 8,3,False,False,,,15
29,1,Skai Jackson,0.066666829669926,0.0807692307692307,0.1474360604391567,10,False,Eliminated Week 10,14,False,False,,,15
29,1,Justina Machado,0.0665658635919445,0.0807692307692307,0.1473350943611752,-1,False,4th Place,13,False,False,,,15
29,1,Veron Davis,0.0663866144434861,0.0653846153846153,0.1317712298281014,6,False,Eliminated Week 6,5,False,False,,,15
29,1,AJ McLean,0.0663377368387206,0.0692307692307692,0.1355685060694898,9,False,Eliminated Week 9,9,False,False,,,15
29,1,Monica Aldama,0.0640908378802409,0.073076923076923,0.1371677609571639,7,False,Eliminated Week 7,10,False,False,,,15
29,1,Anne Heche,0.063543080737538,0.0692307692307692,0.1327738499683072,4,False,Eliminated Week 4,8,False,False,,,15
29,1,Jesse Metcalfe,0.0625650844799158,0.0692307692307692,0.131795853710685,5,False,Eliminated Week 5,6,False,False,,,15
29,1,Jeannie Mai,0.0619874051276495,0.0692307692307692,0.1312181743584187,-1,False,Withdrew,4,False,False,,,15
29,2,Anne Heche,0.0729198275165099,0.0659340659340659,0.1388538934505758,4,False,Eliminated Week 4,11,False,False,Charles Oakley,3.0,15
29,2,Skai Jackson,0.069362582868452,0.0549450549450549,0.1243076378135069,10,False,Eliminated Week 10,4,False,False,Charles Oakley,3.0,15
29,2,Kaitlyn Bristowe,0.0687451581875895,0.0805860805860805,0.14933123877367,-1,False,1st Place,15,False,False,Charles Oakley,3.0,15
29,2,Justina Machado,0.068555549139975,0.0769230769230769,0.1454786260630519,-1,False,4th Place,14,False,False,Charles Oakley,3.0,15
29,2,Jesse Metcalfe,0.0678801426033132,0.0732600732600732,0.14114021586338638,5,False,Eliminated Week 5,12,False,False,Charles Oakley,3.0,15
29,2,Charles Oakley,0.0678558209288895,0.0549450549450549,0.1228008758739444,2,True,Eliminated Week 2,3,False,False,Charles Oakley,3.0,15
29,2,AJ McLean,0.0674731760206768,0.0695970695970696,0.1370702456177464,9,False,Eliminated Week 9,10,False,False,Charles Oakley,3.0,15
29,2,Veron Davis,0.0665068579787326,0.0659340659340659,0.1324409239127985,6,False,Eliminated Week 6,9,False,False,Charles Oakley,3.0,15
