contestant_id,season_idx,weeks_participated,placement,celebrity_name,week_str,judge_score,week_idx,obs_id,estimated_strength,week_score_sum,mapped_season,season_position,votes,week_total_votes,vote_percentage
35,3,10,6,57,week1_percentage,0.069230769,0,177,25.40926706,18.0,29,7,7.307930368618184,118.87373439463879,0.061476409451033213
36,3,11,2,86,week1_percentage,0.076923077,0,178,99.69515855,20.0,29,8,21.40566433613009,118.87373439463879,0.18007059713516907
37,3,9,7,0,week1_percentage,0.069230769,0,179,19.97989869,18.0,29,9,5.746395913498091,118.87373439463879,0.048340333066521836
38,3,11,3,85,week1_percentage,0.061538462,0,180,45.46421036,16.0,29,10,16.984650746626613,118.87373439463879,0.14287976089184443
39,3,11,1,62,week1_percentage,0.076923077,0,181,46.25695663,20.0,29,11,9.931885371706521,118.87373439463879,0.08354987266349773
40,3,3,14,14,week1_percentage,0.042307692,0,182,10.13135968,11.0,29,12,6.361415530989733,118.87373439463879,0.053514054752171
41,3,7,10,84,week1_percentage,0.073076923,0,183,17.57455053,19.0,29,13,4.384126157239463,118.87373439463879,0.03688052856726934
42,3,7,9,46,week1_percentage,0.069230769,0,184,17.3609264,18.0,29,14,4.993156275083251,118.87373439463879,0.042003864861407454
28,3,4,13,8,week2_percentage,0.065934066,1,185,13.22518638,18.0,29,0,4.0362251350021765,101.33647265286716,0.03982993515896745
29,3,5,12,50,week2_percentage,0.073260073,1,186,14.56007662,20.0,29,1,3.363835514535757,101.33647265286716,0.03319471683269195
30,3,8,8,20,week2_percentage,0.065934066,1,187,19.54029734,18.0,29,2,5.963548414591354,101.33647265286716,0.05884898357395732
31,3,10,5,99,week2_percentage,0.054945055,1,188,30.95196579,15.0,29,3,13.575418405837622,101.33647265286716,0.13396379457908364
32,3,11,4,61,week2_percentage,0.076923077,1,189,21.93103668,21.0,29,4,4.360201258675745,101.33647265286716,0.043026968913865975
33,3,2,15,17,week2_percentage,0.054945055,1,190,6.097615328,15.0,29,5,2.674391666011492,101.33647265286716,0.02639120541695532
34,3,6,11,110,week2_percentage,0.065934066,1,191,16.54460783,18.0,29,6,5.0492870235224485,101.33647265286716,0.04982694671857208
35,3,10,6,57,week2_percentage,0.065934066,1,192,22.6641034,18.0,29,7,6.916909991053623,101.33647265286716,0.06825686556850881
36,3,11,2,86,week2_percentage,0.076923077,1,193,85.24807047,21.0,29,8,16.94852594460084,101.33647265286716,0.16725000881626115
37,3,9,7,0,week2_percentage,0.06959707,1,194,17.89523466,19.0,29,9,4.769255090979756,101.33647265286716,0.04706355931015147
38,3,11,3,85,week2_percentage,0.065934066,1,195,39.31053863,18.0,29,10,11.997273953645411,101.33647265286716,0.1183904831061432
39,3,11,1,62,week2_percentage,0.080586081,1,196,40.0194154,22.0,29,11,6.796929318284582,101.33647265286716,0.06707288245139321
40,3,3,14,14,week2_percentage,0.058608059,1,197,11.12974327,16.0,29,12,4.357472356641071,101.33647265286716,0.04300003979384399
41,3,7,10,84,week2_percentage,0.058608059,1,198,14.71319018,16.0,29,13,5.7604490896179374,101.33647265286716,0.05684477601021921
42,3,7,9,46,week2_percentage,0.065934066,1,199,15.61883897,18.0,29,14,4.766749489867341,101.33647265286716,0.04703883374938523
28,3,4,13,8,week3_percentage,0.053380783,2,200,11.38914038,15.0,29,0,5.113829610882945,72.03972793720833,0.0709862426929248
29,3,5,12,50,week3_percentage,0.071174377,2,201,12.82186859,20.0,29,1,3.088435514546212,72.03972793720833,0.042871282318530844
30,3,8,8,20,week3_percentage,0.078291815,2,202,19.1520167,22.0,29,2,3.4211887923804465,72.03972793720833,0.04749030695066537
31,3,10,5,99,week3_percentage,0.06405694,2,203,29.27223596,18.0,29,3,9.240671615109477,72.03972793720833,0.12827188385780527
32,3,11,4,61,week3_percentage,0.067615658,2,204,18.41043164,19.0,29,4,5.094797591127944,72.03972793720833,0.07072205485796254
34,3,6,11,110,week3_percentage,0.078291815,2,205,16.53355904,22.0,29,6,2.953444943780172,72.03972793720833,0.04099744721904656
35,3,10,6,57,week3_percentage,0.085409253,2,206,23.5124659,24.0,29,7,3.0274136444843167,72.03972793720833,0.042024223732814316
36,3,11,2,86,week3_percentage,0.085409253,2,207,80.02704647,24.0,29,8,10.304107337846622,72.03972793720833,0.14303367923360213
37,3,9,7,0,week3_percentage,0.074733096,2,208,16.80847939,21.0,29,9,3.4990393824735726,72.03972793720833,0.04857096886211765
38,3,11,3,85,week3_percentage,0.06405694,2,209,35.32136081,18.0,29,10,11.150261862128255,72.03972793720833,0.15477934441739022
39,3,11,1,62,week3_percentage,0.081850534,2,210,36.57199116,23.0,29,11,5.566243425891935,72.03972793720833,0.07726630270929973
40,3,3,14,14,week3_percentage,0.042704626,2,211,6.173741743,12.0,29,12,3.698212457941431,72.03972793720833,0.05133573604226945
41,3,7,10,84,week3_percentage,0.074733096,2,212,14.98025193,21.0,29,13,3.118455289514785,72.03972793720833,0.04328799370581897
42,3,7,9,46,week3_percentage,0.078291815,2,213,15.47094402,22.0,29,14,2.7636264691002115,72.03972793720833,0.03836253339975214
28,3,4,13,8,week4_percentage,0.069767442,3,214,6.830208775,21.0,29,0,1.5781274066169988,48.51701461164611,0.03252729829419847
29,3,5,12,50,week4_percentage,0.069767442,3,215,12.12167978,21.0,29,1,2.8007277237368355,48.51701461164611,0.05772671187943505
30,3,8,8,20,week4_percentage,0.073089701,3,216,17.07692646,22.0,29,2,3.4203907554209345,48.51701461164611,0.07049878857550106
31,3,10,5,99,week4_percentage,0.093023256,3,217,32.01271373,28.0,29,3,2.366665399503277,48.51701461164611,0.04878011185245471
32,3,11,4,61,week4_percentage,0.079734219,3,218,18.03589627,24.0,29,4,2.661108467954145,48.51701461164611,0.054848973896167295
34,3,6,11,110,week4_percentage,0.073089701,3,219,14.69957369,22.0,29,6,2.9442233692153987,48.51701461164611,0.06068434739405137
35,3,10,6,57,week4_percentage,0.079734219,3,220,20.33374477,24.0,29,7,3.0001447991619714,48.51701461164611,0.06183696221164052
36,3,11,2,86,week4_percentage,0.079734219,3,221,69.94818448,24.0,29,8,10.320513228242618,48.51701461164611,0.2127194616332651
37,3,9,7,0,week4_percentage,0.079734219,3,222,16.1252407,24.0,29,9,2.3792005638192117,48.51701461164611,0.04903847820941778
38,3,11,3,85,week4_percentage,0.069767442,3,223,33.33633995,21.0,29,10,7.702398776440937,48.51701461164611,0.15875665141589398
39,3,11,1,62,week4_percentage,0.083056478,3,224,32.78598733,25.0,29,11,4.110683262295806,48.51701461164611,0.08472663240308011
41,3,7,10,84,week4_percentage,0.079734219,3,225,14.30096757,24.0,29,13,2.110037967104842,48.51701461164611,0.04349068020764709
42,3,7,9,46,week4_percentage,0.069767442,3,226,13.5155928,21.0,29,14,3.122792892133137,48.51701461164611,0.0643649020272475
29,3,5,12,50,week5_percentage,0.066202091,4,227,6.930831657,19.0,29,1,1.970209899860352,34.716886185517076,0.05675076645215576
30,3,8,8,20,week5_percentage,0.066202091,4,228,14.65615966,19.0,29,2,4.166269256720736,34.716886185517076,0.12000699701169594
31,3,10,5,99,week5_percentage,0.083623693,4,229,28.08861954,24.0,29,3,3.7749829409197213,34.716886185517076,0.10873621904762126
32,3,11,4,61,week5_percentage,0.083623693,4,230,16.77671364,24.0,29,4,2.2547141451898924,34.716886185517076,0.06494574810486595
34,3,6,11,110,week5_percentage,0.073170732,4,231,13.87655069,21.0,29,6,2.9850456588630188,34.716886185517076,0.08598252858599678
35,3,10,6,57,week5_percentage,0.101045296,4,232,21.40053587,29.0,29,7,1.1423669460084955,34.716886185517076,0.03290522484948721
36,3,11,2,86,week5_percentage,0.090592334,4,233,67.58672917,26.0,29,8,6.410972437365024,34.716886185517076,0.18466438502308724
37,3,9,7,0,week5_percentage,0.083623693,4,234,15.33468823,24.0,29,9,2.0609124770313447,34.716886185517076,0.05936340217894024
38,3,11,3,85,week5_percentage,0.083623693,4,235,31.88287017,24.0,29,10,4.284912999298942,34.716886185517076,0.12342446198664236
39,3,11,1,62,week5_percentage,0.094076655,4,236,31.86165115,27.0,29,11,2.5126386182639777,34.716886185517076,0.07237511465853125
41,3,7,10,84,week5_percentage,0.090592334,4,237,14.16404769,26.0,29,13,1.343537710098566,34.716886185517076,0.03869983335829965
42,3,7,9,46,week5_percentage,0.083623693,4,238,13.47012092,24.0,29,14,1.8103230958970034,34.716886185517076,0.0521453187426763
30,3,8,8,20,week6_percentage,0.089552239,5,239,16.06563137,24.0,29,2,1.8727886125974973,28.204187207262812,0.06640108430833415
31,3,10,5,99,week6_percentage,0.067164179,5,240,23.07309385,18.0,29,3,6.887525991962469,28.204187207262812,0.2442022505860007
32,3,11,4,61,week6_percentage,0.100746269,5,241,17.57074212,27.0,29,4,1.157295567943705,28.204187207262812,0.04103275727958903
34,3,6,11,110,week6_percentage,0.078358209,5,242,7.812705654,21.0,29,6,1.5071628096780227,28.204187207262812,0.053437555161664645
35,3,10,6,57,week6_percentage,0.082089552,5,243,17.3514446,22.0,29,7,2.8511020996849723,28.204187207262812,0.1010879015492703
36,3,11,2,86,week6_percentage,0.097014925,5,244,61.72622609,26.0,29,8,4.954621853797522,28.204187207262812,0.17566972653342997
37,3,9,7,0,week6_percentage,0.100746269,5,245,16.26548972,27.0,29,9,1.0713252197790435,28.204187207262812,0.03798461596876539
38,3,11,3,85,week6_percentage,0.089552239,5,246,30.91279022,24.0,29,10,3.6035385211027218,28.204187207262812,0.12776608290895122
39,3,11,1,62,week6_percentage,0.100746269,5,247,30.2388689,27.0,29,11,1.991680756487065,28.204187207262812,0.07061649186522882
41,3,7,10,84,week6_percentage,0.100746269,5,248,14.69736654,27.0,29,13,0.9680409080630288,28.204187207262812,0.03432259546957447
42,3,7,9,46,week6_percentage,0.093283582,5,249,13.79203057,25.0,29,14,1.3391048661667655,28.204187207262812,0.04747893836919133
30,3,8,8,20,week7_percentage,0.1,6,250,17.0089766,26.0,29,2,1.2633175538458747,15.508526019576623,0.08145955020168724
31,3,10,5,99,week7_percentage,0.103846154,6,251,27.48730804,27.0,29,3,1.6650883986719438,15.508526019576623,0.10736599961660316
32,3,11,4,61,week7_percentage,0.1,6,252,17.18788127,26.0,29,4,1.276605443846029,15.508526019576623,0.0823163621245857
35,3,10,6,57,week7_percentage,0.103846154,6,253,19.47070741,27.0,29,7,1.1794697747465144,15.508526019576623,0.07605299002997794
36,3,11,2,86,week7_percentage,0.115384615,6,254,65.20191914,30.0,29,8,2.0461305095664875,15.508526019576623,0.13193584657778754
37,3,9,7,0,week7_percentage,0.1,6,255,15.65055886,26.0,29,9,1.162423007586246,15.508526019576623,0.07495380322532932
38,3,11,3,85,week7_percentage,0.103846154,6,256,30.94314055,27.0,29,10,1.874431074636452,15.508526019576623,0.12086455361846331
39,3,11,1,62,week7_percentage,0.092307692,6,257,26.70495359,24.0,29,11,2.9138186386931593,15.508526019576623,0.18788495018901258
41,3,7,10,84,week7_percentage,0.084615385,6,258,8.577572254,22.0,29,13,1.333240505804543,15.508526019576623,0.08596822832302536
42,3,7,9,46,week7_percentage,0.096153846,6,259,8.786142224,25.0,29,14,0.7940011121793729,15.508526019576623,0.05119771609352781
30,3,8,8,20,week8_percentage,0.121621841,7,260,10.7569841,27.0,29,2,0.40323551645497013,7.281678042903199,0.05537672966026942
31,3,10,5,99,week8_percentage,0.12162094,7,261,29.02322463,26.9998,29,3,1.088015400251087,7.281678042903199,0.14941822390945703
32,3,11,4,61,week8_percentage,0.130629965,7,262,19.79816058,28.9998,29,4,0.4481381042656563,7.281678042903199,0.06154324616183992
35,3,10,6,57,week8_percentage,0.135135379,7,263,21.99688433,30.0,29,7,0.38168464497451743,7.281678042903199,0.052417127305774164
36,3,11,2,86,week8_percentage,0.135135379,7,264,68.38939788,30.0,29,8,1.1866763791746873,7.281678042903199,0.16296743308106498
37,3,9,7,0,week8_percentage,0.121621841,7,265,17.40034894,27.0,29,9,0.6522682032520242,7.281678042903199,0.089576633216808
38,3,11,3,85,week8_percentage,0.108108303,7,266,29.84312096,24.0,29,10,2.228558775845328,7.281678042903199,0.3060501662823867
39,3,11,1,62,week8_percentage,0.126126353,7,267,30.52305508,28.0,29,11,0.8931010186849284,7.281678042903199,0.1226504403823998
31,3,10,5,99,week9_percentage,0.150258654,8,268,33.11193301,28.9998,29,3,0.4241885696154697,4.513354337095643,0.09398521319920039
32,3,11,4,61,week9_percentage,0.134714548,8,269,19.1179399,25.9998,29,4,0.5758407402792898,4.513354337095643,0.12758598090701762
35,3,10,6,57,week9_percentage,0.155441059,8,270,24.61367166,30.0,29,7,0.2322525961947779,4.513354337095643,0.051458976815951296
36,3,11,2,86,week9_percentage,0.150258654,8,271,70.64642871,28.9998,29,8,0.9050334673570949,4.513354337095643,0.20052346874663662
37,3,9,7,0,week9_percentage,0.129533179,8,272,11.46010649,24.9998,29,9,0.44958445112398143,4.513354337095643,0.09961204406860075
38,3,11,3,85,week9_percentage,0.124352847,8,273,31.47412349,24.0,29,10,1.5915325242055074,4.513354337095643,0.35262742637434125
39,3,11,1,62,week9_percentage,0.155441059,8,274,35.49437116,30.0,29,11,0.3349219883195212,4.513354337095643,0.07420688988825205
31,3,10,5,99,week10_percentage,0.163793103,9,275,20.23015343,28.5,29,3,0.18996238500701015,1.6936086511027755,0.11216427412750764
32,3,11,4,61,week10_percentage,0.166666667,9,276,27.72048203,29.0,29,4,0.22065347828489257,1.6936086511027755,0.13028598911632647
35,3,10,6,57,week10_percentage,0.163793103,9,277,18.02924323,28.5,29,7,0.16929570285727144,1.6936086511027755,0.0999615246102081
36,3,11,2,86,week10_percentage,0.172413793,9,278,78.56760126,30.0,29,8,0.4455461823977333,1.6936086511027755,0.26307505107961077
38,3,11,3,85,week10_percentage,0.16091954,9,279,40.21253313,28.0,29,10,0.4441608961122394,1.6936086511027755,0.2622571016173239
39,3,11,1,62,week10_percentage,0.172413793,9,280,39.49839143,30.0,29,11,0.22399000644362863,1.6936086511027755,0.1322560594490232
32,3,11,4,61,week11_percentage,0.253164557,10,281,32.91508573,30.0,29,4,0.016556017890417846,0.18631062015511246,0.0888624485100966
36,3,11,2,86,week11_percentage,0.253164557,10,282,132.7173549,30.0,29,8,0.06675573990957777,0.18631062015511246,0.3583034603931887
38,3,11,3,85,week11_percentage,0.240506329,10,283,66.00323101,28.5,29,10,0.06961837896061522,0.18631062015511246,0.3736683335746218
39,3,11,1,62,week11_percentage,0.253164557,10,284,66.36387324,30.0,29,11,0.033380483394501614,0.18631062015511246,0.1791657575220928
43,4,2,15,74,week1_percentage,0.035519126,0,285,7.070113658,13.0,30,0,4.455449340383319,82.88257531970099,0.05375616434693806
44,4,4,13,12,week1_percentage,0.06557377,0,286,15.22547573,24.0,30,1,3.1556660395189273,82.88257531970099,0.038073938066555624
45,4,9,6,81,week1_percentage,0.071038251,0,287,22.23935345,26.0,30,2,3.507378426799307,82.88257531970099,0.0423174402251665
46,4,4,12,77,week1_percentage,0.06557377,0,288,17.31972774,24.0,30,3,3.58972537949275,82.88257531970099,0.043310977797760115
47,4,7,9,82,week1_percentage,0.06557377,0,289,19.45585056,24.0,30,4,4.032462956883076,82.88257531970099,0.0486527227385099
48,4,9,5,102,week1_percentage,0.076502732,0,290,26.70881392,28.0,30,5,3.1359028538921874,82.88257531970099,0.037835490050787436
49,4,10,1,41,week1_percentage,0.057377049,0,291,48.87175615,21.0,30,6,14.647674955671775,82.88257531970099,0.17672803842269194
50,4,10,3,22,week1_percentage,0.06557377,0,292,101.7846363,24.0,30,7,21.096110611756593,82.88257531970099,0.2545301051563983
51,4,5,11,80,week1_percentage,0.073770492,0,293,15.48302764,27.0,30,8,2.1126459128106427,82.88257531970099,0.025489626796242563
52,4,8,7,52,week1_percentage,0.06010929,0,294,19.61393941,22.0,30,9,5.226992829159704,82.88257531970099,0.06306503880939689
53,4,8,8,87,week1_percentage,0.068306011,0,295,26.18348727,25.0,30,10,4.746837848250995,82.88257531970099,0.05727184308572857
54,4,10,2,53,week1_percentage,0.079234973,0,296,48.60313353,29.0,30,11,4.883556706791365,82.88257531970099,0.05892139195668255
55,4,3,14,21,week1_percentage,0.068306011,0,297,14.84132336,25.0,30,12,2.6906024670020825,82.88257531970099,0.032462824141548274
56,4,6,10,68,week1_percentage,0.071038251,0,298,16.36178171,26.0,30,13,2.580423946346942,82.88257531970099,0.031133491405081634
57,4,10,4,5,week1_percentage,0.076502732,0,299,25.73140961,28.0,30,14,3.0211450449413237,82.88257531970099,0.03645090700051166
43,4,2,15,74,week2_percentage,0.038961039,1,300,5.395984173,15.0,30,0,3.0078917565259373,66.78487019841378,0.045038520664780424
44,4,4,13,12,week2_percentage,0.05974026,1,301,13.3598339,23.0,30,1,3.381186743435781,66.78487019841378,0.05062803496346524
45,4,9,6,81,week2_percentage,0.07012987,1,302,19.80054697,27.0,30,2,2.9808338358526383,66.78487019841378,0.04463337020790431
46,4,4,12,77,week2_percentage,0.057142857,1,303,14.68884102,22.0,30,3,4.178470361028837,66.78487019841378,0.06256612236596187
47,4,7,9,82,week2_percentage,0.067532468,1,304,17.82001078,26.0,30,4,3.0786089611616387,66.78487019841378,0.046097401282884566
48,4,9,5,102,week2_percentage,0.072727273,1,305,22.85381194,28.0,30,5,2.9824773597622403,66.78487019841378,0.044657979433088385
49,4,10,1,41,week2_percentage,0.064935065,1,306,43.32203245,25.0,30,6,8.544473615100978,66.78487019841378,0.12794025936886405
50,4,10,3,22,week2_percentage,0.062337662,1,307,87.63645885,24.0,30,7,19.630671592770838,66.78487019841378,0.29393890464186434
51,4,5,11,80,week2_percentage,0.077922078,1,308,14.63947519,30.0,30,8,1.4134864616487912,66.78487019841378,0.021164770665113356
52,4,8,7,52,week2_percentage,0.07012987,1,309,18.88900753,27.0,30,9,2.8436079496393467,66.78487019841378,0.04257862508665751
53,4,8,8,87,week2_percentage,0.07012987,1,310,23.43929821,27.0,30,10,3.5286223809305297,66.78487019841378,0.052835655298081846
54,4,10,2,53,week2_percentage,0.080519481,1,311,42.30516002,31.0,30,11,3.4861750253092896,66.78487019841378,0.05220007188682221
55,4,3,14,21,week2_percentage,0.062337662,1,312,13.25316257,24.0,30,12,2.9687242660338597,66.78487019841378,0.044452048154229554
56,4,6,10,68,week2_percentage,0.062337662,1,313,13.70538787,24.0,30,13,3.070023274080694,66.78487019841378,0.045968843915692906
57,4,10,4,5,week2_percentage,0.083116883,1,314,24.14897423,32.0,30,14,1.6896166151323873,66.78487019841378,0.025299392064589466
44,4,4,13,12,week3_percentage,0.063758389,2,315,13.04372783,19.0,30,1,3.884126040751292,81.31690726654705,0.04776529471318423
45,4,9,6,81,week3_percentage,0.077181208,2,316,18.91782599,23.0,30,2,3.205720492083487,81.31690726654705,0.039422557987547666
46,4,4,12,77,week3_percentage,0.067114094,2,317,14.661395,20.0,30,3,3.830272574055289,81.31690726654705,0.04710302817469577
47,4,7,9,82,week3_percentage,0.073825503,2,318,17.24650057,22.0,30,4,3.398887565237887,81.31690726654705,0.041798042737861904
48,4,9,5,102,week3_percentage,0.070469799,2,319,20.66067019,21.0,30,5,4.703778505998763,81.31690726654705,0.05784502465865238
49,4,10,1,41,week3_percentage,0.063758389,2,320,37.83533256,19.0,30,6,11.266503132546674,81.31690726654705,0.13855056114734457
50,4,10,3,22,week3_percentage,0.060402685,2,321,79.93585563,18.0,30,7,26.949808145697798,81.31690726654705,0.3314170330821801
51,4,5,11,80,week3_percentage,0.073825503,2,322,13.74748556,22.0,30,8,2.709312392593474,81.31690726654705,0.033317946828851634
52,4,8,7,52,week3_percentage,0.067114094,2,323,17.26402398,20.0,30,9,4.510206400443262,81.31690726654705,0.05546455899582294
53,4,8,8,87,week3_percentage,0.080536913,2,324,23.47132161,24.0,30,10,3.3970024380562784,81.31690726654705,0.04177486026271649
54,4,10,2,53,week3_percentage,0.080536913,2,325,38.93699301,24.0,30,11,5.6353477824272495,81.31690726654705,0.06930105892929815
55,4,3,14,21,week3_percentage,0.070469799,2,326,7.203492448,21.0,30,12,1.6400064776904901,81.31690726654705,0.020168087213582115
56,4,6,10,68,week3_percentage,0.070469799,2,327,13.69365344,21.0,30,13,3.117610035266141,81.31690726654705,0.03833901386641514
57,4,10,4,5,week3_percentage,0.080536913,2,328,21.20035262,24.0,30,14,3.068325283698961,81.31690726654705,0.037732931401846845
44,4,4,13,12,week4_percentage,0.06235012,3,329,7.796898324,26.0,30,1,1.5412948638910182,27.281071298301335,0.056496859930386514
45,4,9,6,81,week4_percentage,0.087529976,3,330,18.64825629,36.5,30,2,0.764073355940426,27.281071298301335,0.02800745423762011
46,4,4,12,77,week4_percentage,0.068345324,3,331,7.990020891,28.5,30,3,1.1392289118303216,27.281071298301335,0.04175895071617866
47,4,7,9,82,week4_percentage,0.07793765,3,332,16.47680145,32.5,30,4,1.3086286984606006,27.281071298301335,0.0479683764670225
48,4,9,5,102,week4_percentage,0.081534772,3,333,20.5869683,34.0,30,5,1.2872086295764067,27.281071298301335,0.047183214159795664
49,4,10,1,41,week4_percentage,0.075539568,3,334,37.20913467,31.5,30,6,3.4454616275605625,27.281071298301335,0.12629495337212418
50,4,10,3,22,week4_percentage,0.069544365,3,335,70.94717585,29.0,30,7,9.441822406125505,27.281071298301335,0.3460942681790287
51,4,5,11,80,week4_percentage,0.079136691,3,336,13.42160451,33.0,30,8,0.9854616006311047,27.281071298301335,0.03612254041843528
52,4,8,7,52,week4_percentage,0.07793765,3,337,17.23153984,32.5,30,9,1.3685719052766268,27.281071298301335,0.05016562180832838
53,4,8,8,87,week4_percentage,0.083932854,3,338,21.89848268,35.0,30,10,1.160403118160088,27.281071298301335,0.04253510082033842
54,4,10,2,53,week4_percentage,0.083932854,3,339,36.37798892,35.0,30,11,1.9276738206941892,27.281071298301335,0.0706597552426109
56,4,6,10,68,week4_percentage,0.070743405,3,340,13.41394893,29.5,30,13,1.6642335430708193,27.281071298301335,0.06100323278633282
57,4,10,4,5,week4_percentage,0.081534772,3,341,19.94403269,34.0,30,14,1.2470088170836673,27.281071298301335,0.04570967186179792
45,4,9,6,81,week5_percentage,0.093506494,4,342,17.75449559,36.0,30,2,0.6128745412878175,15.09737283133333,0.040594780836030485
47,4,7,9,82,week5_percentage,0.083116883,4,343,15.57445508,32.0,30,4,1.0896884407665797,15.09737283133333,0.07217735515579392
48,4,9,5,102,week5_percentage,0.093506494,4,344,20.18563433,36.0,30,5,0.6967959927608605,15.09737283133333,0.04615345997912424
49,4,10,1,41,week5_percentage,0.072727273,4,345,32.64008089,28.0,30,6,4.259608967239675,15.09737283133333,0.2821423975434464
50,4,10,3,22,week5_percentage,0.083116883,4,346,73.57964876,32.0,30,7,5.148102602472368,15.09737283133333,0.34099327478936686
51,4,5,11,80,week5_percentage,0.093506494,4,347,7.982354701,36.0,30,8,0.2755460976614559,15.09737283133333,0.018251261377713553
52,4,8,7,52,week5_percentage,0.088311688,4,348,16.54475115,34.0,30,9,0.8215779229436972,15.09737283133333,0.054418601972826774
53,4,8,8,87,week5_percentage,0.093506494,4,349,21.1939749,36.0,30,10,0.7316033045860818,15.09737283133333,0.04845898109290251
54,4,10,2,53,week5_percentage,0.103896104,4,350,37.01255349,40.0,30,11,0.5800812950491313,15.09737283133333,0.038422664759607796
56,4,6,10,68,week5_percentage,0.093506494,4,351,13.96168856,36.0,30,13,0.48194911696803483,15.09737283133333,0.03192271412730763
57,4,10,4,5,week5_percentage,0.101298701,4,352,20.76397123,39.0,30,14,0.3995445495976289,15.09737283133333,0.026464508365879907
45,4,9,6,81,week6_percentage,0.093406593,5,353,16.49758625,34.0,30,2,0.6889338097748857,6.676982086385005,0.10318041906682461
47,4,7,9,82,week6_percentage,0.093406593,5,354,15.76737356,34.0,30,4,0.6584403665011662,6.676982086385005,0.09861346907666386
48,4,9,5,102,week6_percentage,0.098901099,5,355,19.56316159,36.0,30,5,0.5561088241615174,6.676982086385005,0.08328745187072999
49,4,10,1,41,week6_percentage,0.10989011,5,356,37.8129072,40.0,30,6,0.4662870276335714,6.676982086385005,0.06983499754842454
50,4,10,3,22,week6_percentage,0.098901099,5,357,73.52399997,36.0,30,7,2.090017249147925,6.676982086385005,0.31301825017767637
52,4,8,7,52,week6_percentage,0.104395604,5,358,17.38932719,38.0,30,9,0.32917152422027257,6.676982086385005,0.04929944695994981
53,4,8,8,87,week6_percentage,0.098901099,5,359,20.53606423,36.0,30,10,0.5837648725290061,6.676982086385005,0.08742945015823206
54,4,10,2,53,week6_percentage,0.10989011,5,360,36.08210704,40.0,30,11,0.44494379534081313,6.676982086385005,0.06663845875041292
56,4,6,10,68,week6_percentage,0.087912088,5,361,8.113299181,32.0,30,13,0.48690695749406043,6.676982086385005,0.07292320859852382
57,4,10,4,5,week6_percentage,0.104395604,5,362,19.67338656,38.0,30,14,0.37240765958178657,6.676982086385005,0.055774847792561984
45,4,9,6,81,week7_percentage,0.116207951,6,363,18.4155356,38.0,30,2,0.22252685154838955,4.725623409627479,0.04708941704813743
47,4,7,9,82,week7_percentage,0.097859327,6,364,9.479582344,32.0,30,4,0.4138059208694611,4.725623409627479,0.08756641928479049
48,4,9,5,102,week7_percentage,0.103975535,6,365,18.95342654,34.0,30,5,0.5525654148032464,4.725623409627479,0.1169296338082101
49,4,10,1,41,week7_percentage,0.103975535,6,366,32.45436896,34.0,30,6,0.9461699080487218,4.725623409627479,0.2002211826954083
50,4,10,3,22,week7_percentage,0.110091743,6,367,73.07421686,36.0,30,7,1.3884289359455544,4.725623409627479,0.29380862916772377
52,4,8,7,52,week7_percentage,0.116207951,6,368,17.79565519,38.0,30,9,0.21503643481710402,4.725623409627479,0.045504352796926606
53,4,8,8,87,week7_percentage,0.128440367,6,369,23.55988886,42.0,30,10,0.10699750393043966,4.725623409627479,0.02264198702597723
54,4,10,2,53,week7_percentage,0.119266055,6,370,35.00328566,39.0,30,11,0.3342272220007909,4.725623409627479,0.07072658843696096
57,4,10,4,5,week7_percentage,0.103975535,6,371,18.72360453,34.0,30,14,0.5458652176637709,4.725623409627479,0.11551178973586503
45,4,9,6,81,week8_percentage,0.136363636,7,372,21.46608507,42.0,30,2,0.06989239311341906,2.2716778720626056,0.030766859145376614
48,4,9,5,102,week8_percentage,0.136363636,7,373,23.42052737,42.0,30,5,0.07625594981710518,2.2716778720626056,0.03356811753766276
49,4,10,1,41,week8_percentage,0.113636364,7,374,32.14242585,35.0,30,6,0.602242009728979,2.2716778720626056,0.2651088946788762
50,4,10,3,22,week8_percentage,0.123376623,7,375,75.08067554,38.0,30,7,0.6909080965440961,2.2716778720626056,0.30413999495305877
52,4,8,7,52,week8_percentage,0.103896104,7,376,11.45996845,32.0,30,9,0.4123777957726332,2.2716778720626056,0.1815300491518229
53,4,8,8,87,week8_percentage,0.116883117,7,377,12.73604901,36.0,30,10,0.18950199349387495,2.2716778720626056,0.08341939489942456
54,4,10,2,53,week8_percentage,0.133116883,7,378,36.45418837,41.0,30,11,0.155402641383001,2.2716778720626056,0.06840874901066
57,4,10,4,5,week8_percentage,0.136363636,7,379,23.06457615,42.0,30,14,0.07509699220949699,2.2716778720626056,0.03305794062311814
45,4,9,6,81,week9_percentage,0.159292035,8,380,17.49596248,36.0,30,2,0.05655491753612825,0.5933542309558041,0.09531391972216464
48,4,9,5,102,week9_percentage,0.165929204,8,381,19.2135703,37.5,30,5,0.038130975032744485,0.5933542309558041,0.06426342485385372
49,4,10,1,41,week9_percentage,0.165929204,8,382,44.05726704,37.5,30,6,0.08743541795109243,0.5933542309558041,0.14735787391327296
50,4,10,3,22,week9_percentage,0.157079646,8,383,89.71600578,35.5,30,7,0.3397048104414112,0.5933542309558041,0.5725160329508362
54,4,10,2,53,week9_percentage,0.17699115,8,384,47.7821798,40.0,30,11,0.04023599694874612,0.5933542309558041,0.06781108964864378
